CustomerAccountNumber,TotalAmount,AvgAmount,TransactionCount,AvgBalance
CUST27503918871,529.6,529.6,1,412689.1
CUST27505277462,360.48,360.48,1,253665.0
CUST27507985355,454.18,454.18,1,378355.32
CUST27508060601,837.07,837.07,1,308675.5
CUST27508943169,1102.7,1102.7,1,349234.69
CUST27509613949,7447.47,7447.47,1,31637.61
CUST27515698265,4186.18,4186.18,1,304644.97
CUST27516209132,14504.11,14504.11,1,238448.01
CUST27525073189,3357.53,3357.53,1,209663.99
CUST27527989664,476.11,476.11,1,42388.2
CUST27541802478,773.72,773.72,1,73098.29
CUST27544244533,1249.29,1249.29,1,215345.34
CUST27547025394,6911.58,6911.58,1,233300.63
CUST27553425989,991.7,991.7,1,11214.15
CUST27555886485,815.84,815.84,1,193238.1
CUST27560967102,1428.44,1428.44,1,239994.67
CUST27562720912,710.58,710.58,1,479714.16
CUST27565969649,782.6,782.6,1,43379.17
CUST27574847750,3521.93,3521.93,1,467192.24
CUST27575294881,454.13,454.13,1,14490.56
CUST27576227520,314.4,314.4,1,289070.41
CUST27579157902,226.37,226.37,1,420941.25
CUST27597279423,307.37,307.37,1,89180.45
CUST27598074276,4480.83,4480.83,1,138201.43
CUST27601819218,3028.07,3028.07,1,90953.82
CUST27617735986,1201.46,1201.46,1,200686.54
CUST27635834312,623.3,623.3,1,120758.92
CUST27641171861,1541.34,1541.34,1,417265.22
CUST27641873839,1600.11,1600.11,1,228611.2
CUST27648173072,951.45,951.45,1,179854.77
CUST27648607226,3377.39,3377.39,1,364131.77
CUST27650808629,614.42,614.42,1,23896.65
CUST27655777520,116.71,116.71,1,436762.21
CUST27658483971,402.59,402.59,1,498501.69
CUST27661045182,370.76,370.76,1,262537.27
CUST27661887469,503.51,503.51,1,346523.38
CUST27674889056,201.95,201.95,1,9890.86
CUST27675126391,176.81,176.81,1,468074.76
CUST27680221066,594.63,594.63,1,58276.66
CUST27684644616,260.48,260.48,1,432579.74
CUST27686928814,46.07,46.07,1,231121.07
CUST27690037587,267.29,267.29,1,302389.54
CUST27695529930,1439.01,1439.01,1,183196.02
CUST27697418698,1327.49,1327.49,1,66483.49
CUST27705028023,203.81,203.81,1,271995.63
CUST27707616496,2354.03,2354.03,1,465346.55
CUST27708056806,6545.66,6545.66,1,428759.13
CUST27714400618,16881.61,16881.61,1,400087.16
CUST27715544642,2358.48,2358.48,1,484514.32
CUST27730126857,150.87,150.87,1,193227.56
CUST27741408440,228.65,228.65,1,367768.06
CUST27741506193,1558.3,1558.3,1,425459.18
CUST27741986748,892.91,892.91,1,218355.99
CUST27742084425,10691.59,10691.59,1,409292.48
CUST27744212375,5305.11,5305.11,1,200547.79
CUST27746033383,748.92,748.92,1,168362.73
CUST27746277169,2620.9,2620.9,1,137803.13
CUST27748266011,106.37,106.37,1,252090.74
CUST27755545446,401.54,401.54,1,192756.68
CUST27758310643,267.46,267.46,1,460158.31
CUST27759758075,94.38,94.38,1,126511.53
CUST27763854426,3134.49,3134.49,1,118525.68
CUST27772349852,229.3,229.3,1,79083.72
CUST27779569141,370.57,370.57,1,435230.01
CUST27780101136,1492.87,1492.87,1,38307.01
CUST27781254735,527.46,527.46,1,137846.73
CUST27782691241,32138.68,32138.68,1,107478.59
CUST27783225842,252.13,252.13,1,426627.18
CUST27785609102,147.61,147.61,1,198821.94
CUST27789894907,866.09,866.09,1,12130.12
CUST27791876355,73.92,73.92,1,427102.97
CUST27798088931,1158.16,1158.16,1,258897.45
CUST27800850643,979.66,979.66,1,461066.63
CUST27803716027,494.1,494.1,1,304874.82
CUST27807987265,1367.25,1367.25,1,307471.38
CUST27810043855,432.25,432.25,1,230694.64
CUST27834765782,1730.92,1730.92,1,84821.87
CUST27850728684,2167.89,2167.89,1,436901.94
CUST27856903066,481.24,481.24,1,236099.91
CUST27865312336,754.42,754.42,1,264612.68
CUST27881041423,1877.99,1877.99,1,232924.51
CUST27882538046,1590.3,1590.3,1,308302.56
CUST27883260470,3103.55,3103.55,1,61732.88
CUST27883510218,206.97,206.97,1,30589.66
CUST27888301718,445.43,445.43,1,200392.25
CUST27892600444,2301.91,2301.91,1,285254.79
CUST27897181137,1069.15,1069.15,1,247361.68
CUST27897181613,2731.05,2731.05,1,135231.81
CUST27900136810,1772.23,1772.23,1,376662.22
CUST27902372212,2499.55,2499.55,1,395148.02
CUST27910570037,256.38,256.38,1,326263.49
CUST27911370020,361.08,361.08,1,273378.3
CUST27915807203,197.33,197.33,1,165970.91
CUST27917191323,1104.23,1104.23,1,12867.77
CUST27922276759,8301.28,8301.28,1,204854.99
CUST27928398147,94.17,94.17,1,225137.58
CUST27933910005,940.68,940.68,1,345459.11
CUST27938643307,170.24,170.24,1,375757.97
CUST27946363506,3112.37,3112.37,1,80123.72
CUST27949959230,736.99,736.99,1,81304.26
CUST27953711601,8851.72,8851.72,1,184963.83
CUST27956237013,3137.48,3137.48,1,32208.86
CUST27958957389,2366.08,2366.08,1,35828.69
CUST27959395514,460.87,460.87,1,91725.08
CUST27959654957,240.27,240.27,1,483035.34
CUST27959774260,767.18,767.18,1,461795.47
CUST27961025377,2820.85,2820.85,1,312867.09
CUST27963559607,957.45,957.45,1,437654.66
CUST27976294219,1518.25,1518.25,1,270676.38
CUST27978216687,1787.83,1787.83,1,245170.72
CUST27980153846,525.18,525.18,1,67320.52
CUST27980210404,687.48,687.48,1,307612.91
CUST27982671644,15921.01,15921.01,1,324105.26
CUST27982696979,1575.85,1575.85,1,381218.77
CUST27985487506,283.65,283.65,1,355056.73
CUST27995846381,852.09,852.09,1,151101.18
CUST28000391770,4143.5,4143.5,1,333415.03
CUST28001269613,314.81,314.81,1,121063.34
CUST28001442853,798.02,798.02,1,126084.4
CUST28008758789,308.51,308.51,1,355562.93
CUST28009683040,1236.94,1236.94,1,1957.9
CUST28014460048,570.44,570.44,1,21459.23
CUST28015029515,6810.03,6810.03,1,225683.95
CUST28021127595,849.91,849.91,1,43023.82
CUST28026947108,533.74,533.74,1,237341.72
CUST28028451544,35.18,35.18,1,133790.25
CUST28029201741,232.83,232.83,1,124121.6
CUST28031711779,1277.53,1277.53,1,1834.5
CUST28035125736,4043.24,4043.24,1,333710.28
CUST28039790888,268.87,268.87,1,467603.02
CUST28040934210,530.42,530.42,1,201292.25
CUST28042146422,773.71,773.71,1,84166.19
CUST28044653878,2658.28,2658.28,1,117856.79
CUST28048304841,589.97,589.97,1,327508.63
CUST28049850736,621.79,621.79,1,254810.6
CUST28050233685,57.3,57.3,1,36531.91
CUST28054576986,210.6,210.6,1,233051.55
CUST28055624845,5099.79,5099.79,1,214872.22
CUST28059103086,107.15,107.15,1,34435.95
CUST28060369865,6984.34,6984.34,1,300396.03
CUST28064951464,1352.98,1352.98,1,445599.2
CUST28065212391,283.25,283.25,1,326824.97
CUST28078311035,419.62,419.62,1,173304.98
CUST28080915559,707.51,707.51,1,25421.52
CUST28082147589,807.71,807.71,1,408985.12
CUST28089785348,1703.58,1703.58,1,259118.98
CUST28097476685,3090.66,3090.66,1,281340.03
CUST28100763074,203.1,203.1,1,196136.31
CUST28102249249,516.58,516.58,1,60278.44
CUST28106225576,477.5,477.5,1,454734.35
CUST28112388427,791.45,791.45,1,382899.17
CUST28113425844,620.21,620.21,1,44258.39
CUST28114056107,51.73,51.73,1,118910.64
CUST28115642574,13659.34,13659.34,1,484685.1
CUST28115678762,3254.84,3254.84,1,128255.67
CUST28116847183,3838.17,3838.17,1,198659.52
CUST28118258024,1899.61,1899.61,1,168333.55
CUST28120800748,64253.66,64253.66,1,102320.57
CUST28121182397,218.57,218.57,1,326494.17
CUST28129884958,4066.72,4066.72,1,422962.89
CUST28139482678,1067.43,1067.43,1,159110.45
CUST28140483493,1756.33,1756.33,1,402176.75
CUST28143987970,2825.68,2825.68,1,207882.96
CUST28162247050,49.83,49.83,1,245846.59
CUST28169775952,844.08,844.08,1,467782.35
CUST28169952609,2768.36,2768.36,1,80983.38
CUST28174910688,537.81,537.81,1,9938.89
CUST28177045879,230.12,230.12,1,45770.31
CUST28187602895,148.31,148.31,1,483065.43
CUST28206078988,617.29,617.29,1,118240.68
CUST28211032492,829.92,829.92,1,409891.25
CUST28212267433,1084.54,1084.54,1,231880.05
CUST28218825808,282.79,282.79,1,244388.87
CUST28221401596,11076.42,11076.42,1,232831.81
CUST28222667970,60.14,60.14,1,273360.44
CUST28228804598,252.77,252.77,1,324605.85
CUST28229131795,469.88,469.88,1,398035.14
CUST28229933198,138.43,138.43,1,229696.39
CUST28234212476,57.49,57.49,1,255012.78
CUST28239441993,1193.38,1193.38,1,217378.33
CUST28247008261,2821.44,2821.44,1,71311.8
CUST28256020516,1746.28,1746.28,1,83763.13
CUST28267229582,4407.72,4407.72,1,435186.38
CUST28271078414,497.65,497.65,1,171617.94
CUST28271857782,254.2,254.2,1,314101.97
CUST28278418834,500.39,500.39,1,16927.62
CUST28287689371,466.69,466.69,1,458280.3
CUST28288674328,3229.36,3229.36,1,241285.73
CUST28291883330,3505.0,3505.0,1,308378.84
CUST28299624591,738.35,738.35,1,350319.06
CUST28301096354,302.29,302.29,1,230520.39
CUST28303917533,259.71,259.71,1,206460.14
CUST28307312004,1078.53,1078.53,1,93570.24
CUST28311658765,4188.7,4188.7,1,330506.75
CUST28313618073,1101.65,1101.65,1,273679.74
CUST28315106312,523.73,523.73,1,215497.19
CUST28318030561,979.75,979.75,1,232707.6
CUST28322404249,1058.37,1058.37,1,291439.47
CUST28324219608,660.06,660.06,1,136514.35
CUST28324758907,222.55,222.55,1,348796.17
CUST28338163668,585.02,585.02,1,139269.0
CUST28338185840,260.61,260.61,1,62878.02
CUST28339608555,312.99,312.99,1,283051.22
CUST28339911067,170.77,170.77,1,161498.31
CUST28348697669,590.33,590.33,1,57965.03
CUST28354444728,669.15,669.15,1,234199.19
CUST28355726373,397.1,397.1,1,333008.79
CUST28356517530,288.59,288.59,1,380320.68
CUST28359682119,873.77,873.77,1,407888.2
CUST28359910817,53.11,53.11,1,84207.32
CUST28360307119,134.04,134.04,1,196401.67
CUST28365111437,240.1,240.1,1,437176.09
CUST28369746878,436.28,436.28,1,498801.67
CUST28371954981,3380.85,3380.85,1,444198.66
CUST28380992772,2736.34,2736.34,1,121753.21
CUST28384531898,17963.21,17963.21,1,88250.39
CUST28388708076,3575.42,3575.42,1,99175.81
CUST28390892076,772.07,772.07,1,248783.03
CUST28393230123,1501.3,1501.3,1,453314.08
CUST28393625537,2465.31,2465.31,1,364998.53
CUST28395707450,2370.41,2370.41,1,35620.22
CUST28397720148,5167.97,5167.97,1,269326.09
CUST28399051103,2092.72,2092.72,1,287744.2
CUST28401776192,491.3,491.3,1,337722.01
CUST28402818977,740.88,740.88,1,136494.0
CUST28403064204,399.03,399.03,1,218246.71
CUST28403469073,1546.17,1546.17,1,465280.63
CUST28404209197,1596.58,1596.58,1,310486.19
CUST28405884871,262.24,262.24,1,403095.13
CUST28408294202,1115.93,1115.93,1,394769.93
CUST28413111578,345.89,345.89,1,328405.73
CUST28414387112,1596.73,1596.73,1,212434.61
CUST28418977932,252.31,252.31,1,477657.41
CUST28419389545,959.4,959.4,1,398831.9
CUST28422497114,127.38,127.38,1,238746.05
CUST28424770369,10070.0,10070.0,1,232540.16
CUST28431489009,174.61,174.61,1,495159.2
CUST28431651763,794.99,794.99,1,418268.34
CUST28434885337,419.68,419.68,1,2765.52
CUST28442503933,418.39,418.39,1,465078.2
CUST28442763876,61.2,61.2,1,207897.22
CUST28444614642,3158.3,3158.3,1,164837.91
CUST28447710411,508.19,508.19,1,359777.77
CUST28454838360,256.3,256.3,1,5804.87
CUST28462212458,184.24,184.24,1,486729.1
CUST28469832995,2312.33,2312.33,1,100835.26
CUST28472244338,145.73,145.73,1,118081.01
CUST28477184433,74.15,74.15,1,493312.92
CUST28477541865,255.84,255.84,1,96963.85
CUST28490159540,14573.54,14573.54,1,410654.66
CUST28491429916,223.98,223.98,1,72158.79
CUST28493561307,211.9,211.9,1,383110.42
CUST28497774949,962.0,962.0,1,442773.02
CUST28499139098,626.79,626.79,1,143750.98
CUST28505081656,169.58,169.58,1,257074.32
CUST28505764762,204.39,204.39,1,416758.68
CUST28513717908,340.41,340.41,1,411739.37
CUST28514185799,2322.54,2322.54,1,278527.8
CUST28520295237,694.95,694.95,1,438615.58
CUST28522733943,6209.4,6209.4,1,140360.02
CUST28531987510,3733.6,3733.6,1,112951.06
CUST28541887924,13027.29,13027.29,1,32457.72
CUST28542600075,458.15,458.15,1,98476.17
CUST28552374333,2000.02,2000.02,1,340686.71
CUST28555194743,463.55,463.55,1,229098.78
CUST28556192378,8376.86,8376.86,1,18343.84
CUST28558899209,966.0,966.0,1,194908.0
CUST28568672096,333.14,333.14,1,185980.39
CUST28570447486,1785.76,1785.76,1,230167.01
CUST28573057613,140.91,140.91,1,291780.95
CUST28580194643,679.82,679.82,1,498182.3
CUST28587802408,950.91,950.91,1,191874.37
CUST28589763538,1503.19,1503.19,1,275311.21
CUST28590915916,80.07,80.07,1,458027.66
CUST28592791025,1976.81,1976.81,1,143462.7
CUST28594862744,249.99,249.99,1,65695.18
CUST28598811847,711.99,711.99,1,302815.96
CUST28605180281,632.27,632.27,1,129120.79
CUST28609494495,415.92,415.92,1,52959.42
CUST28610416109,1927.05,1927.05,1,5402.91
CUST28610714131,727.75,727.75,1,490590.25
CUST28623544635,232.0,232.0,1,299575.32
CUST28626636603,1453.69,1453.69,1,136275.84
CUST28629165084,3775.25,3775.25,1,327044.41
CUST28632314879,3311.38,3311.38,1,14096.95
CUST28634104063,1134.86,1134.86,1,269976.46
CUST28634200364,229.08,229.08,1,231519.85
CUST28636374398,3552.82,3552.82,1,143757.4
CUST28640054253,312.25,312.25,1,82223.35
CUST28643173876,540.32,540.32,1,217916.46
CUST28649162521,3559.36,3559.36,1,427954.41
CUST28652153205,872.81,872.81,1,165966.42
CUST28659255032,1097.28,1097.28,1,403760.69
CUST28662557848,300.87,300.87,1,211779.66
CUST28663695747,474.05,474.05,1,231075.0
CUST28664165937,279.3,279.3,1,213786.76
CUST28669430842,7832.05,7832.05,1,320213.12
CUST28681818263,484.57,484.57,1,500123.02
CUST28684176061,346.32,346.32,1,236119.9
CUST28686366304,13000.36,13000.36,1,93418.52
CUST28688305780,1437.87,1437.87,1,82600.78
CUST28700530345,2454.32,2454.32,1,204223.57
CUST28712711414,854.91,854.91,1,290516.77
CUST28713411586,96.15,96.15,1,485605.92
CUST28715524294,521.81,521.81,1,321735.72
CUST28727099495,4210.78,4210.78,1,437951.47
CUST28735188325,9812.45,9812.45,1,484435.09
CUST28736476028,495.7,495.7,1,144135.93
CUST28742774015,434.32,434.32,1,364142.51
CUST28745253001,614.35,614.35,1,360382.11
CUST28747399472,1130.55,1130.55,1,422822.83
CUST28759518413,4920.78,4920.78,1,435344.79
CUST28760362258,738.2,738.2,1,84491.57
CUST28764168704,55.26,55.26,1,321652.24
CUST28767430370,327.31,327.31,1,398073.46
CUST28768912865,2030.91,2030.91,1,286007.37
CUST28772111914,2950.61,2950.61,1,351890.78
CUST28773119442,3734.36,3734.36,1,457891.51
CUST28773260846,208.53,208.53,1,99525.09
CUST28777084399,94.27,94.27,1,18937.63
CUST28780014487,1020.63,1020.63,1,217046.25
CUST28781112556,7843.86,7843.86,1,30419.16
CUST28785458218,169.74,169.74,1,54624.77
CUST28788987853,717.61,717.61,1,351533.55
CUST28791367309,154.77,154.77,1,208675.62
CUST28798486623,395.43,395.43,1,488706.91
CUST28806700014,244.27,244.27,1,495378.08
CUST28812774245,1081.45,1081.45,1,386487.91
CUST28815828008,310.78,310.78,1,356686.1
CUST28818689906,1205.35,1205.35,1,392153.29
CUST28822979039,274.89,274.89,1,164225.33
CUST28822980825,121.3,121.3,1,241397.36
CUST28826072204,5358.19,5358.19,1,446138.54
CUST28838564271,232.98,232.98,1,203501.94
CUST28841628976,209.1,209.1,1,54776.87
CUST28850068603,875.55,875.55,1,408771.66
CUST28863315908,316.58,316.58,1,175243.99
CUST28865218245,1321.18,1321.18,1,429236.75
CUST28875173379,3542.37,3542.37,1,118229.33
CUST28893266140,321.33,321.33,1,105017.57
CUST28903165117,1179.61,1179.61,1,238826.97
CUST28903771336,288.03,288.03,1,47795.25
CUST28905120094,368.44,368.44,1,448055.97
CUST28909565769,738.1,738.1,1,231786.86
CUST28915355669,2668.44,2668.44,1,475372.9
CUST28919474333,186.62,186.62,1,324422.8
CUST28919861840,436.0,436.0,1,16475.67
CUST28922905875,336.19,336.19,1,375676.39
CUST28924527394,3382.77,3382.77,1,487076.96
CUST28924846068,167.43,167.43,1,280582.08
CUST28925051594,281.14,281.14,1,73514.43
CUST28929768052,4591.04,4591.04,1,374884.95
CUST28932216853,59.07,59.07,1,160966.86
CUST28943027707,1033.76,1033.76,1,60125.89
CUST28956211295,1011.93,1011.93,1,195364.01
CUST28964211782,26.13,26.13,1,51400.82
CUST28975091867,390.87,390.87,1,470986.5
CUST28975330244,768.09,768.09,1,194575.41
CUST28982380084,574.08,574.08,1,63315.19
CUST28984044389,1766.28,1766.28,1,281639.37
CUST28984355172,338.6,338.6,1,160930.14
CUST28988982160,1157.22,1157.22,1,367426.27
CUST28991381452,131.01,131.01,1,442093.06
CUST28991719765,2175.77,2175.77,1,397431.56
CUST28992276356,5123.97,5123.97,1,146099.02
CUST28997726508,1334.63,1334.63,1,84717.58
CUST28998060620,742.56,742.56,1,231844.22
CUST29013843025,2109.13,2109.13,1,137982.26
CUST29019363509,1889.46,1889.46,1,82025.91
CUST29021103053,751.5,751.5,1,190176.62
CUST29022777090,598.66,598.66,1,40597.25
CUST29029654855,288.54,288.54,1,179584.67
CUST29030840941,79.91,79.91,1,454647.18
CUST29033180018,403.04,403.04,1,479343.62
CUST29034132922,438.97,438.97,1,390998.92
CUST29038250540,1250.89,1250.89,1,15722.0
CUST29041323823,20.08,20.08,1,75318.5
CUST29042086169,447.66,447.66,1,345452.25
CUST29043065934,460.19,460.19,1,296493.39
CUST29046960347,934.87,934.87,1,152822.35
CUST29052744923,1541.63,1541.63,1,362087.6
CUST29056549291,287.08,287.08,1,447514.5
CUST29059304065,1697.01,1697.01,1,350035.8
CUST29062642204,539.81,539.81,1,344617.93
CUST29074050213,450.6,450.6,1,273501.68
CUST29082352803,1304.46,1304.46,1,380707.69
CUST29091641759,1184.98,1184.98,1,484110.65
CUST29094220282,387.69,387.69,1,13233.59
CUST29105479715,23.82,23.82,1,445566.93
CUST29107385280,568.02,568.02,1,380940.18
CUST29111498794,732.53,732.53,1,54438.12
CUST29115074571,207.93,207.93,1,161377.31
CUST29115439266,313.91,313.91,1,246344.36
CUST29121796309,23.32,23.32,1,44162.52
CUST29125320815,3257.79,3257.79,1,375710.78
CUST29140929164,1081.41,1081.41,1,80461.01
CUST29155802287,296.17,296.17,1,308940.64
CUST29172092028,6187.08,6187.08,1,193574.22
CUST29173974416,79.41,79.41,1,211833.67
CUST29175728695,5613.31,5613.31,1,470877.71
CUST29179634522,355.15,355.15,1,158845.5
CUST29184449531,1020.82,1020.82,1,328773.82
CUST29187079225,1411.44,1411.44,1,142321.2
CUST29187533746,1861.7,1861.7,1,109435.7
CUST29190548510,160.13,160.13,1,41523.02
CUST29191140351,1426.35,1426.35,1,371417.22
CUST29195499939,390.47,390.47,1,490121.4
CUST29197965362,2943.03,2943.03,1,89356.03
CUST29198698688,150.16,150.16,1,341761.26
CUST29199190519,758.69,758.69,1,123573.39
CUST29201380777,1814.46,1814.46,1,16627.23
CUST29204210719,890.9,890.9,1,492744.98
CUST29211900101,365.88,365.88,1,305999.53
CUST29214830089,21.28,21.28,1,136590.09
CUST29215338569,514.68,514.68,1,392079.55
CUST29225326653,5554.02,5554.02,1,18916.49
CUST29231643696,1057.16,1057.16,1,47499.24
CUST29234499232,1263.88,1263.88,1,292959.29
CUST29237697200,8001.94,8001.94,1,458403.93
CUST29240249251,225.28,225.28,1,299026.08
CUST29241553767,5151.39,5151.39,1,183193.1
CUST29246422698,6137.65,6137.65,1,143915.5
CUST29252157486,582.79,582.79,1,497227.31
CUST29253024982,277.41,277.41,1,55060.17
CUST29257771078,1932.68,1932.68,1,317677.81
CUST29265908355,1067.46,1067.46,1,356292.61
CUST29270249789,405.07,405.07,1,350970.42
CUST29271426642,15154.24,15154.24,1,235100.35
CUST29272551379,1100.43,1100.43,1,136626.7
CUST29272671365,1395.09,1395.09,1,448710.58
CUST29274392117,107.59,107.59,1,230364.24
CUST29274988763,600.29,600.29,1,176243.26
CUST29284482018,289.48,289.48,1,29774.74
CUST29288861707,1452.82,1452.82,1,415748.79
CUST29292211740,203.11,203.11,1,478064.52
CUST29292990810,1424.52,1424.52,1,102988.28
CUST29297820388,775.98,775.98,1,150488.52
CUST29298721648,164.93,164.93,1,452738.19
CUST29298745237,24903.67,24903.67,1,41702.83
CUST29301915154,140.37,140.37,1,238502.09
CUST29304548631,945.76,945.76,1,1887.16
CUST29305254897,874.49,874.49,1,320315.31
CUST29309711040,196.4,196.4,1,280900.31
CUST29311433362,20203.73,20203.73,1,371541.18
CUST29312055665,4827.32,4827.32,1,104514.15
CUST29320298021,1931.2,1931.2,1,154228.94
CUST29320748763,1669.89,1669.89,1,223792.51
CUST29327586086,8147.28,8147.28,1,237450.94
CUST29333045558,68.68,68.68,1,32302.96
CUST29336222120,167.29,167.29,1,267662.7
CUST29337876723,547.6,547.6,1,345365.79
CUST29341155596,2157.06,2157.06,1,292747.42
CUST29345381288,6612.58,6612.58,1,225723.69
CUST29354977755,5778.67,5778.67,1,410502.44
CUST29358928399,824.23,824.23,1,486451.71
CUST29360105322,257.45,257.45,1,85541.53
CUST29366913828,36.71,36.71,1,26550.93
CUST29367139321,2454.44,2454.44,1,442195.9
CUST29369637740,10194.87,10194.87,1,200394.94
CUST29372583717,1032.14,1032.14,1,353537.97
CUST29373071483,378.46,378.46,1,111957.78
CUST29381521824,321.68,321.68,1,153601.46
CUST29384097060,162.19,162.19,1,208260.21
CUST29386163590,710.27,710.27,1,310776.89
CUST29389462406,6028.71,6028.71,1,436352.79
CUST29406097064,659.26,659.26,1,9886.65
CUST29419745733,2674.89,2674.89,1,12527.1
CUST29429542560,2988.71,2988.71,1,172449.6
CUST29435991864,613.39,613.39,1,139842.98
CUST29436613149,284.88,284.88,1,304878.64
CUST29440335076,1262.19,1262.19,1,481323.18
CUST29445503760,390.93,390.93,1,391806.16
CUST29447968989,868.69,868.69,1,254618.0
CUST29451230615,3727.25,3727.25,1,274127.52
CUST29453273537,244.5,244.5,1,116610.84
CUST29454013433,114.96,114.96,1,352484.49
CUST29457680460,1184.55,1184.55,1,85149.45
CUST29457682110,2160.3,2160.3,1,201047.83
CUST29465741064,360.5,360.5,1,383241.66
CUST29465798584,397.18,397.18,1,248123.6
CUST29480579117,448.28,448.28,1,419310.67
CUST29489038901,2711.33,2711.33,1,369518.24
CUST29499374868,264.94,264.94,1,262001.09
CUST29505134314,513.71,513.71,1,118870.53
CUST29506183389,890.06,890.06,1,223794.62
CUST29507810425,152.81,152.81,1,74715.63
CUST29519544591,1409.04,1409.04,1,25251.06
CUST29521122386,1057.18,1057.18,1,493020.33
CUST29524988528,221.85,221.85,1,296673.6
CUST29528947471,338.52,338.52,1,250515.52
CUST29531717842,1211.84,1211.84,1,448791.75
CUST29536700354,638.77,638.77,1,34936.38
CUST29547534656,318.13,318.13,1,122303.59
CUST29553371731,21.21,21.21,1,312629.08
CUST29560637149,923.9,923.9,1,418654.35
CUST29560682050,541.62,541.62,1,437185.14
CUST29563441107,504.02,504.02,1,92617.11
CUST29564409182,1107.8,1107.8,1,109405.68
CUST29570236735,1082.65,1082.65,1,70861.42
CUST29572336966,638.63,638.63,1,454496.68
CUST29595254948,1065.59,1065.59,1,111540.43
CUST29601167757,7804.13,7804.13,1,137148.31
CUST29606690420,391.44,391.44,1,304931.86
CUST29608240629,201.9,201.9,1,287049.87
CUST29610832889,633.65,633.65,1,482801.43
CUST29611683855,382.24,382.24,1,284793.82
CUST29612244032,2147.24,2147.24,1,106154.27
CUST29625904071,31.89,31.89,1,397178.6
CUST29627609907,3239.38,3239.38,1,193494.69
CUST29632859552,1915.51,1915.51,1,164290.6
CUST29641814851,220.23,220.23,1,260311.57
CUST29649781831,617.25,617.25,1,58912.37
CUST29660414644,8821.93,8821.93,1,229386.97
CUST29662265199,464.51,464.51,1,1975.68
CUST29667445617,848.83,848.83,1,199285.97
CUST29670821294,1337.45,1337.45,1,480482.76
CUST29682842065,58.53,58.53,1,429904.26
CUST29686491303,257.89,257.89,1,295641.46
CUST29690369651,277.4,277.4,1,246712.47
CUST29694680928,513.13,513.13,1,236252.7
CUST29694717928,110.53,110.53,1,212267.68
CUST29698239186,353.11,353.11,1,175283.15
CUST29705486850,211.1,211.1,1,449836.09
CUST29716639451,6123.29,6123.29,1,10398.43
CUST29723889859,646.92,646.92,1,429531.71
CUST29728982919,2782.13,2782.13,1,332118.06
CUST29736566295,550.49,550.49,1,111699.96
CUST29738972795,680.34,680.34,1,13987.73
CUST29741687817,2978.16,2978.16,1,417075.85
CUST29742741242,742.78,742.78,1,142439.78
CUST29753447310,189.09,189.09,1,243037.17
CUST29756118540,234.65,234.65,1,100095.82
CUST29761051657,303.42,303.42,1,136456.15
CUST29767714802,896.34,896.34,1,246111.92
CUST29769905917,105.59,105.59,1,315131.9
CUST29772645463,1606.84,1606.84,1,406998.82
CUST29773434174,791.46,791.46,1,379878.95
CUST29773737412,2119.12,2119.12,1,237976.93
CUST29775384583,98.74,98.74,1,265981.33
CUST29776854135,784.33,784.33,1,179998.13
CUST29778151147,800.36,800.36,1,98192.21
CUST29783649881,6175.51,6175.51,1,108997.42
CUST29794532752,1656.79,1656.79,1,100309.21
CUST29796705413,1466.46,1466.46,1,35670.54
CUST29813444257,1914.27,1914.27,1,66410.54
CUST29819718939,234.66,234.66,1,466554.56
CUST29823254001,63.27,63.27,1,477558.73
CUST29823517181,1106.7,1106.7,1,478213.3
CUST29825112470,10359.42,10359.42,1,402543.93
CUST29825419910,174.5,174.5,1,113587.93
CUST29827592783,306.49,306.49,1,356655.87
CUST29831128781,5044.43,5044.43,1,35504.57
CUST29831816611,321.5,321.5,1,72110.7
CUST29838262819,2180.99,2180.99,1,185936.88
CUST29838266246,434.41,434.41,1,153789.42
CUST29841165758,1899.43,1899.43,1,160780.48
CUST29841319002,2138.34,2138.34,1,43715.81
CUST29842200766,190.68,190.68,1,431412.32
CUST29842294740,333.14,333.14,1,405637.87
CUST29845999362,171.86,171.86,1,139499.39
CUST29854343372,131.07,131.07,1,31363.75
CUST29857145496,245.75,245.75,1,497593.81
CUST29857706412,281.51,281.51,1,447395.87
CUST29862100263,3894.82,3894.82,1,274004.96
CUST29864642996,6975.68,6975.68,1,16190.29
CUST29865286069,371.23,371.23,1,161831.16
CUST29869255808,4900.4,4900.4,1,445565.28
CUST29869465784,400.16,400.16,1,354000.87
CUST29870710457,706.95,706.95,1,238336.04
CUST29873277725,1201.12,1201.12,1,327070.4
CUST29873399646,182.11,182.11,1,271672.44
CUST29882420485,437.75,437.75,1,319035.98
CUST29892442862,6498.92,6498.92,1,479955.75
CUST29896345222,488.09,488.09,1,193518.34
CUST29896534875,65.57,65.57,1,443725.13
CUST29896664139,168.63,168.63,1,291423.31
CUST29910366190,799.91,799.91,1,78355.32
CUST29917599987,7869.19,7869.19,1,253907.74
CUST29917933199,1053.81,1053.81,1,21526.19
CUST29923541000,438.2,438.2,1,26292.41
CUST29924843456,216.8,216.8,1,164280.62
CUST29927443560,373.84,373.84,1,91375.64
CUST29935377003,557.68,557.68,1,220295.19
CUST29937008374,243.18,243.18,1,292322.1
CUST29940528535,164.28,164.28,1,64287.71
CUST29943530076,1902.63,1902.63,1,91274.52
